 Results for ntg,nwn,filling,cluster,ntot,ndim,inhgrid,chcrt0
       20000         800  0.849906061910793      16B         200           2
           0  0.244367952437218     
 ed,u,beta,iter,run,meas,tprime,tperp
  0.393699895375276        1.50000000000000        2.00000000000000     
           1       80000           1  0.000000000000000E+000
  0.000000000000000E+000
 nfocc=     <Sign>     skip
  0.424953030955396        1.00000000000000                4
 Vmax ,nuse, alpha, vblmax
         100           8  0.510000000000000                4
           mu**2            T*chi_ii(T)
  0.000000000000000E+000  0.000000000000000E+000
 iter            1  of            1
   configuration  v_tau,v_site, v_s  
   1.00000000000000               17
   7504.00000000000                7           1
   2593.00000000000               12          -1
   15794.0000000000               12          -1
   15325.0000000000               12          -1
   13447.0000000000                4          -1
   13213.0000000000                5          -1
   15427.0000000000                1           1
   6848.00000000000                2           1
   14630.0000000000               15          -1
   15460.0000000000                4          -1
   10596.0000000000                9           1
   11304.0000000000                7           1
   14695.0000000000                2           1
   17750.0000000000               14          -1
   6023.00000000000                9           1
   2276.00000000000               14          -1
   11715.0000000000                2           1
 n   ic  sigma(n,ic)  sigmapt(n,ic)  GcKfsc(n,ic)  iwn(n)   quadw(n)
  226    4  (-0.112571E+00,-0.772694E-03) (-0.112530E+00,-0.712068E-03) ( 0.100055E-05,-0.140534E-02)    711.570736      1.000000
  227    4  (-0.112571E+00,-0.769298E-03) (-0.112530E+00,-0.708938E-03) ( 0.991772E-06,-0.139916E-02)    714.712329      1.000000
  228    4  (-0.112571E+00,-0.765931E-03) (-0.112530E+00,-0.705836E-03) ( 0.983110E-06,-0.139304E-02)    717.853921      1.000000
  229    4  (-0.112571E+00,-0.762594E-03) (-0.112530E+00,-0.702761E-03) ( 0.974561E-06,-0.138697E-02)    720.995514      1.000000
  230    4  (-0.112571E+00,-0.759285E-03) (-0.112530E+00,-0.699712E-03) ( 0.966124E-06,-0.138095E-02)    724.137107      1.000000
  231    4  (-0.112571E+00,-0.756005E-03) (-0.112530E+00,-0.696690E-03) ( 0.957795E-06,-0.137499E-02)    727.278699      1.000000
  232    4  (-0.112571E+00,-0.752754E-03) (-0.112530E+00,-0.693694E-03) ( 0.949574E-06,-0.136907E-02)    730.420292      1.000000
  233    4  (-0.112571E+00,-0.749530E-03) (-0.112530E+00,-0.690723E-03) ( 0.941458E-06,-0.136321E-02)    733.561885      1.000000
  234    4  (-0.112571E+00,-0.746334E-03) (-0.112530E+00,-0.687778E-03) ( 0.933445E-06,-0.135740E-02)    736.703477      1.000000
  235    4  (-0.112571E+00,-0.743165E-03) (-0.112530E+00,-0.684858E-03) ( 0.925535E-06,-0.135163E-02)    739.845070      1.000000
  236    4  (-0.112571E+00,-0.740022E-03) (-0.112530E+00,-0.681962E-03) ( 0.917724E-06,-0.134592E-02)    742.986663      1.000000
  237    4  (-0.112571E+00,-0.736906E-03) (-0.112530E+00,-0.679091E-03) ( 0.910013E-06,-0.134025E-02)    746.128255      1.000000
  238    4  (-0.112571E+00,-0.733817E-03) (-0.112530E+00,-0.676244E-03) ( 0.902397E-06,-0.133463E-02)    749.269848      1.000000
  239    4  (-0.112571E+00,-0.730753E-03) (-0.112530E+00,-0.673420E-03) ( 0.894878E-06,-0.132906E-02)    752.411441      1.000000
  240    4  (-0.112571E+00,-0.727714E-03) (-0.112530E+00,-0.670621E-03) ( 0.887451E-06,-0.132353E-02)    755.553033      1.000000
  241    4  (-0.112571E+00,-0.724701E-03) (-0.112530E+00,-0.667844E-03) ( 0.880117E-06,-0.131805E-02)    758.694626      1.000000
  242    4  (-0.112571E+00,-0.721713E-03) (-0.112530E+00,-0.665090E-03) ( 0.872873E-06,-0.131262E-02)    761.836218      1.000000
  243    4  (-0.112571E+00,-0.718749E-03) (-0.112530E+00,-0.662359E-03) ( 0.865719E-06,-0.130723E-02)    764.977811      1.000000
  244    4  (-0.112571E+00,-0.715809E-03) (-0.112530E+00,-0.659650E-03) ( 0.858651E-06,-0.130188E-02)    768.119404      1.000000
  245    4  (-0.112571E+00,-0.712893E-03) (-0.112530E+00,-0.656964E-03) ( 0.851671E-06,-0.129658E-02)    771.260996      1.000000
  246    4  (-0.112571E+00,-0.710001E-03) (-0.112530E+00,-0.654299E-03) ( 0.844774E-06,-0.129132E-02)    774.402589      1.000000
  247    4  (-0.112571E+00,-0.707133E-03) (-0.112530E+00,-0.651655E-03) ( 0.837962E-06,-0.128610E-02)    777.544182      1.000000
  248    4  (-0.112571E+00,-0.704287E-03) (-0.112530E+00,-0.649033E-03) ( 0.831231E-06,-0.128092E-02)    780.685774      1.000000
  249    4  (-0.112571E+00,-0.701464E-03) (-0.112530E+00,-0.646432E-03) ( 0.824581E-06,-0.127579E-02)    783.827367      1.000000
  250    4  (-0.112571E+00,-0.698664E-03) (-0.112530E+00,-0.643852E-03) ( 0.818011E-06,-0.127070E-02)    786.968960      1.000000
  251    4  (-0.112571E+00,-0.695886E-03) (-0.112530E+00,-0.641292E-03) ( 0.811519E-06,-0.126565E-02)    790.110552      1.000000
  252    4  (-0.112571E+00,-0.693130E-03) (-0.112530E+00,-0.638753E-03) ( 0.805104E-06,-0.126063E-02)    793.252145      1.000000
  253    4  (-0.112571E+00,-0.690396E-03) (-0.112530E+00,-0.636233E-03) ( 0.798764E-06,-0.125566E-02)    796.393738      1.000000
  254    4  (-0.112571E+00,-0.687683E-03) (-0.112530E+00,-0.633734E-03) ( 0.792500E-06,-0.125073E-02)    799.535330      1.000000
  255    4  (-0.112571E+00,-0.684991E-03) (-0.112530E+00,-0.631253E-03) ( 0.786308E-06,-0.124583E-02)    802.676923      1.000000
  256    4  (-0.112571E+00,-0.682321E-03) (-0.112530E+00,-0.628793E-03) ( 0.780189E-06,-0.124097E-02)    805.818516      1.000000
  257    4  (-0.112571E+00,-0.679671E-03) (-0.112530E+00,-0.626351E-03) ( 0.774141E-06,-0.123615E-02)    808.960108      1.000000
  258    4  (-0.112571E+00,-0.677042E-03) (-0.112530E+00,-0.623928E-03) ( 0.768163E-06,-0.123137E-02)    812.101701      1.000000
  259    4  (-0.112571E+00,-0.674433E-03) (-0.112530E+00,-0.621524E-03) ( 0.762254E-06,-0.122663E-02)    815.243294      1.000000
  260    4  (-0.112571E+00,-0.671844E-03) (-0.112530E+00,-0.619139E-03) ( 0.756413E-06,-0.122192E-02)    818.384886      1.000000
  261    4  (-0.112571E+00,-0.669275E-03) (-0.112530E+00,-0.616771E-03) ( 0.750639E-06,-0.121725E-02)    821.526479      1.000000
  262    4  (-0.112571E+00,-0.666725E-03) (-0.112530E+00,-0.614422E-03) ( 0.744931E-06,-0.121261E-02)    824.668072      1.000000
  263    4  (-0.112571E+00,-0.664195E-03) (-0.112530E+00,-0.612090E-03) ( 0.739288E-06,-0.120801E-02)    827.809664      1.000000
  264    4  (-0.112571E+00,-0.661684E-03) (-0.112530E+00,-0.609777E-03) ( 0.733708E-06,-0.120344E-02)    830.951257      1.000000
  265    4  (-0.112571E+00,-0.659192E-03) (-0.112530E+00,-0.607480E-03) ( 0.728192E-06,-0.119891E-02)    834.092850      1.000000
  266    4  (-0.112571E+00,-0.656718E-03) (-0.112530E+00,-0.605201E-03) ( 0.722737E-06,-0.119441E-02)    837.234442      1.000000
  267    4  (-0.112571E+00,-0.654263E-03) (-0.112530E+00,-0.602939E-03) ( 0.717343E-06,-0.118994E-02)    840.376035      1.000000
  268    4  (-0.112571E+00,-0.651826E-03) (-0.112530E+00,-0.600694E-03) ( 0.712010E-06,-0.118551E-02)    843.517627      1.000000
  269    4  (-0.112571E+00,-0.649408E-03) (-0.112530E+00,-0.598465E-03) ( 0.706736E-06,-0.118111E-02)    846.659220      1.000000
  270    4  (-0.112571E+00,-0.647007E-03) (-0.112530E+00,-0.596253E-03) ( 0.701520E-06,-0.117675E-02)    849.800813      1.000000
  271    4  (-0.112571E+00,-0.644624E-03) (-0.112530E+00,-0.594057E-03) ( 0.696362E-06,-0.117241E-02)    852.942405      1.000000
  272    4  (-0.112571E+00,-0.642258E-03) (-0.112530E+00,-0.591877E-03) ( 0.691260E-06,-0.116811E-02)    856.083998      1.000000
  273    4  (-0.112571E+00,-0.639910E-03) (-0.112530E+00,-0.589714E-03) ( 0.686215E-06,-0.116384E-02)    859.225591      1.000000
  274    4  (-0.112571E+00,-0.637579E-03) (-0.112530E+00,-0.587565E-03) ( 0.681224E-06,-0.115960E-02)    862.367183      1.000000
  275    4  (-0.112571E+00,-0.635264E-03) (-0.112530E+00,-0.585433E-03) ( 0.676288E-06,-0.115539E-02)    865.508776      1.000000
  276    4  (-0.112571E+00,-0.632967E-03) (-0.112530E+00,-0.583316E-03) ( 0.671405E-06,-0.115121E-02)    868.650369      1.000000
  277    4  (-0.112571E+00,-0.630686E-03) (-0.112530E+00,-0.581214E-03) ( 0.666575E-06,-0.114706E-02)    871.791961      1.000000
  278    4  (-0.112571E+00,-0.628421E-03) (-0.112530E+00,-0.579128E-03) ( 0.661796E-06,-0.114294E-02)    874.933554      1.000000
  279    4  (-0.112571E+00,-0.626173E-03) (-0.112530E+00,-0.577056E-03) ( 0.657069E-06,-0.113885E-02)    878.075147      1.000000
  280    4  (-0.112571E+00,-0.623941E-03) (-0.112530E+00,-0.574999E-03) ( 0.652392E-06,-0.113479E-02)    881.216739      1.000000
  281    4  (-0.112571E+00,-0.621724E-03) (-0.112530E+00,-0.572957E-03) ( 0.647766E-06,-0.113076E-02)    884.358332      1.000000
  282    4  (-0.112571E+00,-0.619523E-03) (-0.112530E+00,-0.570929E-03) ( 0.643188E-06,-0.112676E-02)    887.499925      1.000000
  283    4  (-0.112571E+00,-0.617338E-03) (-0.112530E+00,-0.568916E-03) ( 0.638658E-06,-0.112279E-02)    890.641517      1.000000
  284    4  (-0.112571E+00,-0.615168E-03) (-0.112530E+00,-0.566916E-03) ( 0.634177E-06,-0.111884E-02)    893.783110      1.000000
  285    4  (-0.112571E+00,-0.613014E-03) (-0.112530E+00,-0.564931E-03) ( 0.629742E-06,-0.111492E-02)    896.924703      1.000000
  286    4  (-0.112571E+00,-0.610874E-03) (-0.112530E+00,-0.562959E-03) ( 0.625353E-06,-0.111103E-02)    900.066295      1.000000
  287    4  (-0.112571E+00,-0.608749E-03) (-0.112530E+00,-0.561001E-03) ( 0.621011E-06,-0.110716E-02)    903.207888      1.000000
  288    4  (-0.112571E+00,-0.606639E-03) (-0.112530E+00,-0.559057E-03) ( 0.616713E-06,-0.110333E-02)    906.349481      1.000000
  289    4  (-0.112571E+00,-0.604544E-03) (-0.112530E+00,-0.557127E-03) ( 0.612460E-06,-0.109952E-02)    909.491073      1.000000
  290    4  (-0.112571E+00,-0.602463E-03) (-0.112530E+00,-0.555209E-03) ( 0.608250E-06,-0.109573E-02)    912.632666      1.000000
  291    4  (-0.112571E+00,-0.600396E-03) (-0.112530E+00,-0.553305E-03) ( 0.604084E-06,-0.109197E-02)    915.774259      1.000000
  292    4  (-0.112571E+00,-0.598343E-03) (-0.112530E+00,-0.551413E-03) ( 0.599961E-06,-0.108824E-02)    918.915851      1.000000
  293    4  (-0.112571E+00,-0.596305E-03) (-0.112530E+00,-0.549535E-03) ( 0.595880E-06,-0.108453E-02)    922.057444      1.000000
  294    4  (-0.112571E+00,-0.594280E-03) (-0.112530E+00,-0.547669E-03) ( 0.591840E-06,-0.108085E-02)    925.199036      1.000000
  295    4  (-0.112571E+00,-0.592269E-03) (-0.112530E+00,-0.545816E-03) ( 0.587841E-06,-0.107719E-02)    928.340629      1.000000
  296    4  (-0.112571E+00,-0.590271E-03) (-0.112530E+00,-0.543976E-03) ( 0.583882E-06,-0.107356E-02)    931.482222      1.000000
  297    4  (-0.112571E+00,-0.588287E-03) (-0.112530E+00,-0.542148E-03) ( 0.579964E-06,-0.106995E-02)    934.623814      1.000000
  298    4  (-0.112571E+00,-0.586316E-03) (-0.112530E+00,-0.540332E-03) ( 0.576084E-06,-0.106636E-02)    937.765407      1.000000
  299    4  (-0.112571E+00,-0.584359E-03) (-0.112530E+00,-0.538528E-03) ( 0.572244E-06,-0.106280E-02)    940.907000      1.000000
  300    4  (-0.112571E+00,-0.582414E-03) (-0.112530E+00,-0.536737E-03) ( 0.568441E-06,-0.105927E-02)    944.048592      1.000000
  301    4  (-0.112571E+00,-0.580482E-03) (-0.112530E+00,-0.534957E-03) ( 0.564677E-06,-0.105575E-02)    947.190185      1.000000
  302    4  (-0.112571E+00,-0.578563E-03) (-0.112530E+00,-0.533189E-03) ( 0.560950E-06,-0.105226E-02)    950.331778      1.000000
  303    4  (-0.112571E+00,-0.576657E-03) (-0.112530E+00,-0.531432E-03) ( 0.557259E-06,-0.104880E-02)    953.473370      1.000000
  304    4  (-0.112571E+00,-0.574763E-03) (-0.112530E+00,-0.529687E-03) ( 0.553605E-06,-0.104535E-02)    956.614963      1.000000
  305    4  (-0.112571E+00,-0.572882E-03) (-0.112530E+00,-0.527954E-03) ( 0.549987E-06,-0.104193E-02)    959.756556      1.000000
  306    4  (-0.112571E+00,-0.571013E-03) (-0.112530E+00,-0.526232E-03) ( 0.546404E-06,-0.103853E-02)    962.898148      1.000000
  307    4  (-0.112571E+00,-0.569156E-03) (-0.112530E+00,-0.524521E-03) ( 0.542856E-06,-0.103515E-02)    966.039741      1.000000
  308    4  (-0.112571E+00,-0.567311E-03) (-0.112530E+00,-0.522821E-03) ( 0.539342E-06,-0.103180E-02)    969.181334      1.000000
  309    4  (-0.112571E+00,-0.565478E-03) (-0.112530E+00,-0.521132E-03) ( 0.535863E-06,-0.102846E-02)    972.322926      1.000000
  310    4  (-0.112571E+00,-0.563657E-03) (-0.112530E+00,-0.519454E-03) ( 0.532416E-06,-0.102515E-02)    975.464519      1.000000
  311    4  (-0.112571E+00,-0.561847E-03) (-0.112530E+00,-0.517787E-03) ( 0.529004E-06,-0.102186E-02)    978.606112      1.000000
  312    4  (-0.112571E+00,-0.560049E-03) (-0.112530E+00,-0.516131E-03) ( 0.525623E-06,-0.101859E-02)    981.747704      1.000000
  313    4  (-0.112571E+00,-0.558263E-03) (-0.112530E+00,-0.514485E-03) ( 0.522275E-06,-0.101534E-02)    984.889297      1.000000
  314    4  (-0.112571E+00,-0.556488E-03) (-0.112530E+00,-0.512849E-03) ( 0.518959E-06,-0.101211E-02)    988.030890      1.000000
  315    4  (-0.112571E+00,-0.554724E-03) (-0.112530E+00,-0.511224E-03) ( 0.515675E-06,-0.100891E-02)    991.172482      1.000000
  316    4  (-0.112571E+00,-0.552971E-03) (-0.112530E+00,-0.509609E-03) ( 0.512421E-06,-0.100572E-02)    994.314075      1.000000
  317    4  (-0.112571E+00,-0.551230E-03) (-0.112530E+00,-0.508005E-03) ( 0.509199E-06,-0.100255E-02)    997.455668      1.000000
  318    4  (-0.112571E+00,-0.549499E-03) (-0.112530E+00,-0.506410E-03) ( 0.506006E-06,-0.999403E-03)   1000.597260      1.000000
  319    4  (-0.112571E+00,-0.547779E-03) (-0.112530E+00,-0.504826E-03) ( 0.502844E-06,-0.996275E-03)   1003.738853      1.000000
  320    4  (-0.112571E+00,-0.546070E-03) (-0.112530E+00,-0.503251E-03) ( 0.499711E-06,-0.993166E-03)   1006.880445      1.000000
  321    4  (-0.112571E+00,-0.544372E-03) (-0.112530E+00,-0.501686E-03) ( 0.496607E-06,-0.990077E-03)   1010.022038      1.000000
  322    4  (-0.112571E+00,-0.542684E-03) (-0.112530E+00,-0.500131E-03) ( 0.493532E-06,-0.987007E-03)   1013.163631      1.000000
  323    4  (-0.112571E+00,-0.541006E-03) (-0.112530E+00,-0.498586E-03) ( 0.490485E-06,-0.983956E-03)   1016.305223      1.000000
  324    4  (-0.112571E+00,-0.539339E-03) (-0.112530E+00,-0.497050E-03) ( 0.487467E-06,-0.980924E-03)   1019.446816      1.000000
  325    4  (-0.112571E+00,-0.537682E-03) (-0.112530E+00,-0.495523E-03) ( 0.484477E-06,-0.977910E-03)   1022.588409      1.000000
  326    4  (-0.112571E+00,-0.536035E-03) (-0.112530E+00,-0.494006E-03) ( 0.481513E-06,-0.974915E-03)   1025.730001      1.000000
  327    4  (-0.112571E+00,-0.534398E-03) (-0.112530E+00,-0.492498E-03) ( 0.478577E-06,-0.971938E-03)   1028.871594      1.000000
  328    4  (-0.112571E+00,-0.532772E-03) (-0.112530E+00,-0.490999E-03) ( 0.475668E-06,-0.968980E-03)   1032.013187      1.000000
  329    4  (-0.112571E+00,-0.531155E-03) (-0.112530E+00,-0.489510E-03) ( 0.472785E-06,-0.966039E-03)   1035.154779      1.000000
  330    4  (-0.112571E+00,-0.529548E-03) (-0.112530E+00,-0.488029E-03) ( 0.469929E-06,-0.963116E-03)   1038.296372      1.000000
  331    4  (-0.112571E+00,-0.527950E-03) (-0.112530E+00,-0.486558E-03) ( 0.467098E-06,-0.960211E-03)   1041.437965      1.000000
  332    4  (-0.112571E+00,-0.526362E-03) (-0.112530E+00,-0.485095E-03) ( 0.464292E-06,-0.957323E-03)   1044.579557      1.000000
  333    4  (-0.112571E+00,-0.524784E-03) (-0.112530E+00,-0.483641E-03) ( 0.461512E-06,-0.954452E-03)   1047.721150      1.000000
  334    4  (-0.112571E+00,-0.523215E-03) (-0.112530E+00,-0.482196E-03) ( 0.458757E-06,-0.951599E-03)   1050.862743      1.000000
  335    4  (-0.112571E+00,-0.521656E-03) (-0.112530E+00,-0.480759E-03) ( 0.456026E-06,-0.948762E-03)   1054.004335      1.000000
  336    4  (-0.112571E+00,-0.520105E-03) (-0.112530E+00,-0.479331E-03) ( 0.453320E-06,-0.945943E-03)   1057.145928      1.000000
  337    4  (-0.112571E+00,-0.518564E-03) (-0.112530E+00,-0.477911E-03) ( 0.450637E-06,-0.943140E-03)   1060.287521      1.000000
  338    4  (-0.112571E+00,-0.517032E-03) (-0.112530E+00,-0.476500E-03) ( 0.447979E-06,-0.940354E-03)   1063.429113      1.000000
  339    4  (-0.112571E+00,-0.515509E-03) (-0.112530E+00,-0.475097E-03) ( 0.445344E-06,-0.937584E-03)   1066.570706      1.000000
  340    4  (-0.112571E+00,-0.513995E-03) (-0.112530E+00,-0.473702E-03) ( 0.442732E-06,-0.934831E-03)   1069.712299      1.000000
  341    4  (-0.112571E+00,-0.512490E-03) (-0.112530E+00,-0.472316E-03) ( 0.440143E-06,-0.932093E-03)   1072.853891      1.000000
  342    4  (-0.112571E+00,-0.510994E-03) (-0.112530E+00,-0.470937E-03) ( 0.437576E-06,-0.929372E-03)   1075.995484      1.000000
  343    4  (-0.112571E+00,-0.509506E-03) (-0.112530E+00,-0.469567E-03) ( 0.435032E-06,-0.926666E-03)   1079.137077      1.000000
  344    4  (-0.112571E+00,-0.508028E-03) (-0.112530E+00,-0.468205E-03) ( 0.432510E-06,-0.923976E-03)   1082.278669      1.000000
  345    4  (-0.112571E+00,-0.506557E-03) (-0.112530E+00,-0.466850E-03) ( 0.430010E-06,-0.921302E-03)   1085.420262      1.000000
  346    4  (-0.112571E+00,-0.505095E-03) (-0.112530E+00,-0.465504E-03) ( 0.427532E-06,-0.918643E-03)   1088.561854      1.000000
  347    4  (-0.112571E+00,-0.503642E-03) (-0.112530E+00,-0.464165E-03) ( 0.425075E-06,-0.915999E-03)   1091.703447      1.000000
  348    4  (-0.112571E+00,-0.502196E-03) (-0.112530E+00,-0.462834E-03) ( 0.422639E-06,-0.913371E-03)   1094.845040      1.000000
  349    4  (-0.112571E+00,-0.500760E-03) (-0.112530E+00,-0.461510E-03) ( 0.420224E-06,-0.910758E-03)   1097.986632      1.000000
  350    4  (-0.112571E+00,-0.499331E-03) (-0.112530E+00,-0.460194E-03) ( 0.417829E-06,-0.908159E-03)   1101.128225      1.000000
  351    4  (-0.112571E+00,-0.497910E-03) (-0.112530E+00,-0.458886E-03) ( 0.415455E-06,-0.905576E-03)   1104.269818      1.000000
  352    4  (-0.112571E+00,-0.496498E-03) (-0.112530E+00,-0.457585E-03) ( 0.413101E-06,-0.903007E-03)   1107.411410      1.000000
  353    4  (-0.112571E+00,-0.495093E-03) (-0.112530E+00,-0.456291E-03) ( 0.410767E-06,-0.900452E-03)   1110.553003      1.000000
  354    4  (-0.112571E+00,-0.493697E-03) (-0.112530E+00,-0.455005E-03) ( 0.408453E-06,-0.897912E-03)   1113.694596      1.000000
  355    4  (-0.112571E+00,-0.492308E-03) (-0.112530E+00,-0.453726E-03) ( 0.406158E-06,-0.895386E-03)   1116.836188      1.000000
  356    4  (-0.112571E+00,-0.490927E-03) (-0.112530E+00,-0.452454E-03) ( 0.403883E-06,-0.892875E-03)   1119.977781      1.000000
  357    4  (-0.112571E+00,-0.489554E-03) (-0.112530E+00,-0.451189E-03) ( 0.401627E-06,-0.890377E-03)   1123.119374      1.000000
  358    4  (-0.112571E+00,-0.488188E-03) (-0.112530E+00,-0.449932E-03) ( 0.399389E-06,-0.887893E-03)   1126.260966      1.000000
  359    4  (-0.112571E+00,-0.486830E-03) (-0.112530E+00,-0.448681E-03) ( 0.397170E-06,-0.885424E-03)   1129.402559      1.000000
  360    4  (-0.112571E+00,-0.485480E-03) (-0.112530E+00,-0.447437E-03) ( 0.394970E-06,-0.882968E-03)   1132.544152      1.000000
  361    4  (-0.112571E+00,-0.484137E-03) (-0.112530E+00,-0.446201E-03) ( 0.392788E-06,-0.880525E-03)   1135.685744      1.000000
  362    4  (-0.112571E+00,-0.482801E-03) (-0.112530E+00,-0.444971E-03) ( 0.390624E-06,-0.878096E-03)   1138.827337      1.000000
  363    4  (-0.112571E+00,-0.481473E-03) (-0.112530E+00,-0.443748E-03) ( 0.388478E-06,-0.875680E-03)   1141.968930      1.000000
  364    4  (-0.112571E+00,-0.480152E-03) (-0.112530E+00,-0.442531E-03) ( 0.386349E-06,-0.873278E-03)   1145.110522      1.000000
  365    4  (-0.112571E+00,-0.478839E-03) (-0.112530E+00,-0.441322E-03) ( 0.384238E-06,-0.870889E-03)   1148.252115      1.000000
  366    4  (-0.112571E+00,-0.477532E-03) (-0.112530E+00,-0.440119E-03) ( 0.382144E-06,-0.868512E-03)   1151.393708      1.000000
  367    4  (-0.112571E+00,-0.476233E-03) (-0.112530E+00,-0.438922E-03) ( 0.380067E-06,-0.866149E-03)   1154.535300      1.000000
  368    4  (-0.112571E+00,-0.474940E-03) (-0.112530E+00,-0.437732E-03) ( 0.378007E-06,-0.863799E-03)   1157.676893      1.000000
  369    4  (-0.112571E+00,-0.473655E-03) (-0.112530E+00,-0.436549E-03) ( 0.375964E-06,-0.861461E-03)   1160.818486      1.000000
  370    4  (-0.112571E+00,-0.472377E-03) (-0.112530E+00,-0.435372E-03) ( 0.373937E-06,-0.859136E-03)   1163.960078      1.000000
  371    4  (-0.112571E+00,-0.471105E-03) (-0.112530E+00,-0.434201E-03) ( 0.371926E-06,-0.856823E-03)   1167.101671      1.000000
  372    4  (-0.112571E+00,-0.469840E-03) (-0.112530E+00,-0.433037E-03) ( 0.369932E-06,-0.854523E-03)   1170.243263      1.000000
  373    4  (-0.112571E+00,-0.468582E-03) (-0.112530E+00,-0.431879E-03) ( 0.367954E-06,-0.852235E-03)   1173.384856      1.000000
  374    4  (-0.112571E+00,-0.467331E-03) (-0.112530E+00,-0.430727E-03) ( 0.365992E-06,-0.849959E-03)   1176.526449      1.000000
  375    4  (-0.112571E+00,-0.466087E-03) (-0.112530E+00,-0.429582E-03) ( 0.364045E-06,-0.847696E-03)   1179.668041      1.000000
  376    4  (-0.112571E+00,-0.464849E-03) (-0.112530E+00,-0.428442E-03) ( 0.362114E-06,-0.845444E-03)   1182.809634      1.000000
  377    4  (-0.112571E+00,-0.463617E-03) (-0.112530E+00,-0.427309E-03) ( 0.360198E-06,-0.843205E-03)   1185.951227      1.000000
  378    4  (-0.112571E+00,-0.462392E-03) (-0.112530E+00,-0.426182E-03) ( 0.358297E-06,-0.840977E-03)   1189.092819      1.000000
  379    4  (-0.112571E+00,-0.461174E-03) (-0.112530E+00,-0.425061E-03) ( 0.356411E-06,-0.838761E-03)   1192.234412      1.000000
  380    4  (-0.112571E+00,-0.459962E-03) (-0.112530E+00,-0.423946E-03) ( 0.354540E-06,-0.836557E-03)   1195.376005      1.000000
  381    4  (-0.112571E+00,-0.458756E-03) (-0.112530E+00,-0.422836E-03) ( 0.352684E-06,-0.834364E-03)   1198.517597      1.000000
  382    4  (-0.112571E+00,-0.457557E-03) (-0.112530E+00,-0.421733E-03) ( 0.350842E-06,-0.832183E-03)   1201.659190      1.000000
  383    4  (-0.112571E+00,-0.456364E-03) (-0.112530E+00,-0.420636E-03) ( 0.349015E-06,-0.830013E-03)   1204.800783      1.000000
  384    4  (-0.112571E+00,-0.455177E-03) (-0.112530E+00,-0.419544E-03) ( 0.347202E-06,-0.827854E-03)   1207.942375      1.000000
  385    4  (-0.112571E+00,-0.453996E-03) (-0.112530E+00,-0.418458E-03) ( 0.345403E-06,-0.825706E-03)   1211.083968      1.000000
  386    4  (-0.112571E+00,-0.452821E-03) (-0.112530E+00,-0.417378E-03) ( 0.343618E-06,-0.823570E-03)   1214.225561      1.000000
  387    4  (-0.112571E+00,-0.451653E-03) (-0.112530E+00,-0.416304E-03) ( 0.341847E-06,-0.821445E-03)   1217.367153      1.000000
  388    4  (-0.112571E+00,-0.450490E-03) (-0.112530E+00,-0.415236E-03) ( 0.340089E-06,-0.819330E-03)   1220.508746      1.000000
  389    4  (-0.112571E+00,-0.449334E-03) (-0.112530E+00,-0.414174E-03) ( 0.338345E-06,-0.817227E-03)   1223.650339      1.000000
  390    4  (-0.112571E+00,-0.448183E-03) (-0.112530E+00,-0.413117E-03) ( 0.336614E-06,-0.815134E-03)   1226.791931      1.000000
  391    4  (-0.112571E+00,-0.447038E-03) (-0.112530E+00,-0.412066E-03) ( 0.334897E-06,-0.813052E-03)   1229.933524      1.000000
